,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
396,54,know cut scope 😉 ,for knowing when to cut scope 😉 ,6.3,"Griff (💜,💜)#8888",2021-12-01T23:00:00.000Z,
398,56,great support payment ,for her great support on payments! ,4.7,freshelle#9882,2021-12-01T23:00:00.000Z,
400,58,push novemb payment effici ,for pushing out November payments efficiently ,47.0,freshelle#9882,2021-11-30T23:00:00.000Z,
402,60,great test assist ,for great testing assist ,5.33,divine_comedian#5493,2021-11-24T23:00:00.000Z,
404,62,follow giveconomi effort ,for following up GIVeconomy and her efforts. ,16.97,karmaticacid#1218,2021-12-08T23:00:00.000Z,
405,63,mani giveconomi test fix upload doc put link hero 👀 ,"for all the many GIVeconomy test fixes, for uploading all the docs and putting all the links in there - you're a hero 👀 ",9.97,divine_comedian#5493,2021-12-14T23:00:00.000Z,
407,65,test issu fast precis ,For testing issues very fast and precise ,39.33,divine_comedian#5493,2021-12-01T23:00:00.000Z,
408,66,great support garden ,for all the great support on Gardens! ,48.5,"sem(🌸,🐝)#0161",2021-12-01T23:00:00.000Z,
413,71,support everyon payment ,and for their support on everyone's payment ,4.1,"Griff (💜,💜)#8888",2021-12-01T23:00:00.000Z,
414,72,amaz effort giv economi help debug code ,for his amazing effort on giv economy and help & debug my codes ,25.63,Amin#2164,2021-12-08T23:00:00.000Z,
415,73,fix mani bug givecononmi prove support everyon ,for fixing many bugs in givecononmy and proving support to everyone ,41.0,Amin#2164,2021-12-08T23:00:00.000Z,
417,75,help make issu organ team giv economi ,For helping on making issues and organize team in giv economy ,10.27,karmaticacid#1218,2021-11-24T23:00:00.000Z,
420,78,push novemb payment effici ,for pushing out November payments efficiently ,41.0,"Griff (💜,💜)#8888",2021-11-30T23:00:00.000Z,
421,79,facilit giveconomi comm call move issu forward ,for facilitating GIVeconomy and Comms calls and moving issues forward ,41.0,karmaticacid#1218,2021-11-24T23:00:00.000Z,
425,83,fix rip medic debt issu phewww ,fixing RIP medical debt issue phewww ,45.33,0x,2021-12-01T23:00:00.000Z,
426,84,meticul eye test abl omni present help team effect whether test comm govern alway open give best ,"for his meticulous eyes on testing, and be able to be omni present and help all the team out effectively whether it is testing, or comms or governance he is always open to give his best ",11.63,divine_comedian#5493,2021-12-01T23:00:00.000Z,
433,91,wonder job post banner two option ,for the wonderful job posting banners with two options! ,55.0,catarina,2021-12-06T23:00:00.000Z,
434,92,great test effort ,and all of the great testing efforts ,43.67,divine_comedian#5493,2021-11-24T23:00:00.000Z,
436,94,manag new releas ,for managing new release. ,37.37,mateodaza#3156,2021-12-01T23:00:00.000Z,
437,95,rep giveth baranquilla meetup ,for repping giveth in the baranquilla meetup ,55.0,Juankbell#7458,2021-11-24T23:00:00.000Z,
438,96,come support giveconomi ,for coming on to support GIVeconomy ,55.0,pKrepe,2021-12-01T23:00:00.000Z,
440,98,dev team appreci support us launch year ,the dev team ~ appreciate you supporting us in launching this year!!! ,14.95,pKrepe,2021-12-08T23:00:00.000Z,
441,99,passion care lot ux peopl interact giveth io whole wallet account ,"for being passionate and caring a lot of UX and how people will interact with Giveth.io as a whole, and for Wallet/Account ",28.3,MoeNick#1374,2021-11-17T23:00:00.000Z,
442,100,evm crispr support ,for EVM-crispr support ,55.0,"sem(🌸,🐝)#0161",2021-12-08T23:00:00.000Z,
443,101,set giveth swag shop ,for setting up giveth swag shop ,48.0,kristofer#1475,2021-12-08T23:00:00.000Z,
445,103, amin invocamanman paxthemax# support giveth smart contract ,@Amin@invocamanman @paxthemax#4454 for supporting on Giveth smart contracts ,43.67,"Griff (💜,💜)#8888",2021-11-17T23:00:00.000Z,
448,106,fix mani mani issu giveconomi ,for fixing many many issues in the GIVeconomy ,21.45,Fábio,2021-12-09T23:00:00.000Z,
449,107,come support giveconomi ,for coming on to support GIVeconomy ,61.5,Fábio,2021-12-01T23:00:00.000Z,
451,109,fix post releas bug ,For fixing post-release bugs ,32.63,Carlos096#8712,2021-12-01T23:00:00.000Z,
453,111,amaz manag giv economi ,For her amazing management on giv economy ,43.97,karmaticacid#1218,2021-12-01T23:00:00.000Z,
454,112,great coordin around rip donat ,for great coordination around the RIP donations ,59.33,0xJoshua | Opolis | RainbowRolls,2021-12-01T23:00:00.000Z,
456,114,handl mani issu upon releas boy ,for a handling many issues with me upon release. We did it boys! ,42.83,Carlos096#8712,2021-12-01T23:00:00.000Z,
457,115,great pm giveconomi ,for being great PM for givEconomy ,17.27,karmaticacid#1218,2021-12-01T23:00:00.000Z,
460,118,fix rip medic debt issu phewww ,fixing RIP medical debt issue phewww ,19.8,karmaticacid#1218,2021-12-01T23:00:00.000Z,
461,119,facilit govern call ,for facilitating governance call ,6.5,divine_comedian#5493,2021-12-01T23:00:00.000Z,
462,120, prais dev ,- PRAISE ALL DEVS!!! ,3.25,VitorNunes#0090,2021-12-08T23:00:00.000Z,
465,123,,for being here! ,6.5,divine_comedian#5493,2021-11-24T23:00:00.000Z,
468,126,awesom meal cook barranquilla holi moli ,"again for the awesome meal he cooked in Barranquilla, holy moly! ",6.5,divine_comedian#5493,2021-12-01T23:00:00.000Z,
471,129,donat verifi unverifi project givethio ,for donating to verified/unverified projects on givethio ,30.67,karmaticacid#1218,2021-12-08T23:00:00.000Z,
472,130,get us readi gitcoin grant ,for getting us ready for gitcoin grants ,3.53,divine_comedian#5493,2021-12-01T23:00:00.000Z,
474,132,donat verifi unverifi project givethio ,for donating to verified/unverified projects on givethio ,26.33,MoeNick#1374,2021-12-08T23:00:00.000Z,
475,133,facilit effici govern call ,for facilitating an efficient governance call ,3.97,divine_comedian#5493,2021-11-24T23:00:00.000Z,
476,134,support giveconomi smart contract ,for supporting GIVeconomy smart contracts ,10.5,invocamanman,2021-12-08T23:00:00.000Z,
478,136,pick partnership faq updat offer support vay k ish ,"for picking up the partnerships and faq updates, and for offering support while I'm on vay-k(ish) ",4.2,divine_comedian#5493,2021-11-24T23:00:00.000Z,
479,137, prais prais great test job comm updat faq ,"!praise !praise for his great testing job, comms and updating FAQs ",7.83,divine_comedian#5493,2021-11-24T23:00:00.000Z,
480,138,dev team appreci support us launch year ,the dev team ~ appreciate you supporting us in launching this year!!! ,5.25,VitorNunes#0090,2021-12-08T23:00:00.000Z,
481,139,help dev understand issu better contribut analyt ,for helping devs understand issues better and his contribution in analytics ,27.0,divine_comedian#5493,2021-11-24T23:00:00.000Z,
484,142,barranquilla help qa ,for being in barranquilla and helping with QA! ,7.83,divine_comedian#5493,2021-11-24T23:00:00.000Z,
485,143,frontend fixeson giveconomi ,for all the frontend fixeson GIVeconomy ,22.67,Cherik#4711,2021-12-08T23:00:00.000Z,
487,145,product comm call week prep gitcoin grant ,for productive comms call this week and prepping for gitcoin grants ,8.83,divine_comedian#5493,2021-12-01T23:00:00.000Z,
488,146,handl mani issu upon releas boy ,for a handling many issues with me upon release. We did it boys! ,21.7,mohammad_ranjbar_z#2709,2021-12-01T23:00:00.000Z,
489,147,facilit call love givern week ,"for facilitating calls now, loved givernance this week ",5.63,divine_comedian#5493,2021-11-24T23:00:00.000Z,
490,148,great coordin around rip donat ,for great coordination around the RIP donations ,25.33,🌈 🧻chair 🌈 🧻,2021-12-01T23:00:00.000Z,
491,149,shill giveth gitcoin grant ,for shilling Giveth's gitcoin grants ,25.33,karmaticacid#1218,2021-11-30T23:00:00.000Z,
492,150,rep giveth baranquilla meetup ,for repping giveth in the baranquilla meetup ,5.2,divine_comedian#5493,2021-11-24T23:00:00.000Z,
493,151,go extra mile even half time rock brother ,"for going the extra mile even when he's only half time, you rock brother! ",25.33,Carlos096#8712,2021-12-01T23:00:00.000Z,
497,155,facilit govern call manag end sooner save us break dapp sprint plan ,for facilitating governance call and managed it so it ended sooner saved us a break before Dapps sprint planning! ,28.0,divine_comedian#5493,2021-11-21T23:00:00.000Z,
499,157,product giveconomi comm launch plan brianstorm session ,for productive GIVeconomy comms launch plan brianstorming session ,25.33,divine_comedian#5493,2021-12-07T23:00:00.000Z,
500,158,great support garden ,for all the great support on Gardens! ,6.75,fabri 🐝,2021-12-01T23:00:00.000Z,
501,159,great person bounc idea ,for being a great person to bounce ideas off of ,25.33,mateodaza#3156,2021-11-24T23:00:00.000Z,
505,163,take look latest version check bug issu ,for taking a look on the latest version and checking on bugs and issues ,32.33,karmaticacid#1218,2021-12-01T23:00:00.000Z,
506,164,come comm launch plan set outreach ,for coming up with comms launch plan and setting up outreach ,32.33,karmaticacid#1218,2021-12-08T23:00:00.000Z,
508,166,empti giveth dapp dev campaign ,for emptying out the Giveth Dapp Dev campaign! ,28.0,MoeNick#1374,2021-12-01T23:00:00.000Z,
509,167,come comm launch plan set outreach ,for coming up with comms launch plan and setting up outreach ,25.33,divine_comedian#5493,2021-12-08T23:00:00.000Z,
513,171,great comm call week enthusiasm welcom back giveth famili ,for a great comms call this week & for your enthusiasm in welcoming me back to the Giveth family ,10.5,divine_comedian#5493,2021-11-24T23:00:00.000Z,
516,174,take look latest version check bug issu ,for taking a look on the latest version and checking on bugs and issues ,25.77,Danibelle the Uno and Only#6791,2021-12-01T23:00:00.000Z,
517,175,great job smart contract help calcul number ,for his great job on smart contracts and help me to calculate numbers. ,34.0,Amin#2164,2021-12-08T23:00:00.000Z,
518,176,jump back comm team take conflict resolut document ,for jumping back into the comms team and taking on the conflict resolution documentation ,29.67,ReForest,2021-11-24T23:00:00.000Z,
520,178,come support giveconomi ,for coming on to support GIVeconomy ,9.25,VitorNunes#0090,2021-12-01T23:00:00.000Z,
522,180,fix rip medic debt issu phewww ,fixing RIP medical debt issue phewww ,34.0,mateodaza#3156,2021-12-01T23:00:00.000Z,
524,182,great hot fix call day ,for their great hot fixes and being on call these days ,19.3,mohammad_ranjbar_z#2709,2021-12-01T23:00:00.000Z,
525,183,make sure role propos vote correct ,for making sure role proposal votes are correct! ,27.0,divine_comedian#5493,2021-12-08T23:00:00.000Z,
526,184,tri sort madd around rip donat ,for trying to sort out the maddness around the RIP donation ,29.67,mateodaza#3156,2021-11-24T23:00:00.000Z,
527,185,super respons issu identifi ,for being super responsive to issues as they are identified ,23.1,MoeNick#1374,2021-12-01T23:00:00.000Z,
530,188,take look latest version check bug issu ,for taking a look on the latest version and checking on bugs and issues ,29.67,MoeNick#1374,2021-12-01T23:00:00.000Z,
531,189,organ dapp team good ,for organizing dapps teams SO GOOD ,34.0,MoeNick#1374,2021-11-24T23:00:00.000Z,
535,193,handl pan payment time gitcoin grant ,for handling PAN payments just in time for the gitcoin grants! ,23.8,Danibelle the Uno and Only#6791,2021-12-08T23:00:00.000Z,
541,199,gather pan payment inform get sent contributor ,for gather PAN payments information and getting it sent out to contributors ,2.7,Danibelle the Uno and Only#6791,2021-12-08T23:00:00.000Z,
543,201,awesom commun op admin ,for awesome community ops and admin ,29.67,Danibelle the Uno and Only#6791,2021-11-24T23:00:00.000Z,
545,203,fix apr support giveconomi ,for fixing APRs and supporting GIVeconomy ,34.0,VitorNunes#0090,2021-12-08T23:00:00.000Z,
546,204,calcul pan distribut ,for calculating PAN distributions ,2.7,Danibelle the Uno and Only#6791,2021-12-08T23:00:00.000Z,
547,205,dev team appreci support us launch year ,the dev team ~ appreciate you supporting us in launching this year!!! ,28.15,Fábio,2021-12-08T23:00:00.000Z,
548,206,keep team sync alway avail ,for keeps the team synced with each other and always be available ,29.67,MoeNick#1374,2021-12-01T23:00:00.000Z,
549,207,support deleg flow giveconomi move thing around come tomorrow giveconomi call ,for supporting on delegation flow for the GIVeconomy and for moving things around to come to tomorrow's GIVeconomy call! ,29.67,divine_comedian#5493,2021-11-29T23:00:00.000Z,
550,208,great coordin around rip donat ,for great coordination around the RIP donations ,19.47,WhyldWanderer#7002,2021-12-01T23:00:00.000Z,
551,209,quick hot fix recent releas ,for quick hot fixes after our recent release. ,13.17,mateodaza#3156,2021-11-30T23:00:00.000Z,
552,210,commun support rainbow roll giveth collabor comm ,for communicating and supporting in rainbow rolls / giveth collaborative comms ,34.0,🌈 🧻chair 🌈 🧻,2021-11-17T23:00:00.000Z,
555,213,shill giveth gitcoin grant ,for shilling Giveth's gitcoin grants ,29.67,divine_comedian#5493,2021-11-30T23:00:00.000Z,
556,214,back smart contract ,for backing up on the smart contracts ,29.67,Amin#2164,2021-12-01T23:00:00.000Z,
557,215,quick hot fix recent releas ,for quick hot fixes after our recent release. ,23.37,mohammad_ranjbar_z#2709,2021-11-30T23:00:00.000Z,
559,217,dev project manag wisdom help us determin go live new economi ,for dev project management wisdom is helping us determine when we can go live with the new economy! ,34.0,MoeNick#1374,2021-12-08T23:00:00.000Z,
560,218,giveconomi test today ,for GIVeconomy testing today! ,23.1,ReForest,2021-12-09T23:00:00.000Z,
565,223,solv bug garden push forward w deleg ,for solving bugs with the Garden and for pushing forward w delegation ,13.25,fabri 🐝,2021-11-24T23:00:00.000Z,
567,225,get orient giveconomi make test kind solut ,for getting oriented with the GIVeconomy and making tests and all kinds of solutions ,36.67,paxthemax#4454,2021-11-24T23:00:00.000Z,
569,227,last  hour new releas back troubleshoot make giveth io ,"For all he did during last 24 hours for new release, and having my back to troubleshooting and make giveth.io up again ",66.33,mateodaza#3156,2021-11-29T23:00:00.000Z,
570,228, amin invocamanman paxthemax# support giveth smart contract ,@Amin@invocamanman @paxthemax#4454 for supporting on Giveth smart contracts ,32.33,invocamanman,2021-11-17T23:00:00.000Z,
571,229, amin invocamanman paxthemax# support giveth smart contract ,@Amin@invocamanman @paxthemax#4454 for supporting on Giveth smart contracts ,36.67,Amin#2164,2021-11-17T23:00:00.000Z,
573,231,code pixel perfect giveth io websit ,for coding pixel perfect Giveth.io website ,15.83,Ramin#4479,2021-11-17T23:00:00.000Z,
574,232,rep giveth baranquilla meetup ,for repping giveth in the baranquilla meetup ,26.47,mateodaza#3156,2021-11-24T23:00:00.000Z,
577,235,dev team appreci support us launch year ,the dev team ~ appreciate you supporting us in launching this year!!! ,1.17,mohammad_ranjbar_z#2709,2021-12-08T23:00:00.000Z,
580,238,back smart contract ,for backing up on the smart contracts ,27.17,invocamanman,2021-12-01T23:00:00.000Z,
582,240,updat partnership page ,for updating the partnerships page ,9.53,divine_comedian#5493,2021-11-24T23:00:00.000Z,
591,249,great coordin around rip donat ,for great coordination around the RIP donations ,26.47,mateodaza#3156,2021-12-01T23:00:00.000Z,
594,252,get us readi gitcoin grant ,for getting us ready for gitcoin grants ,11.77,karmaticacid#1218,2021-12-01T23:00:00.000Z,
595,253,take mani issu giveconomi fix givdrop commun ,"for taking on many issues in giveconomy, fixing givdrop and being very communicative ",31.95,pKrepe,2021-12-08T23:00:00.000Z,
599,257,get us readi gitcoin grant ,for getting us ready for gitcoin grants ,13.33,willyfox#1178,2021-12-01T23:00:00.000Z,
